Altitude (m),Air density (kg/m3)
11235,0.350679
11236,0.350624
11237,0.350569
11238,0.350513
11239,0.350458
11240,0.350403
11241,0.350348
11242,0.350292
11243,0.350237
11244,0.350182
11245,0.350127
11246,0.350071
11247,0.350016
11248,0.349961
11249,0.349906
11250,0.349851
11251,0.349796
11252,0.34974
11253,0.349685
11254,0.34963
11255,0.349575
11256,0.34952
11257,0.349465
11258,0.34941
11259,0.349355
11260,0.349299
11261,0.349244
11262,0.349189
11263,0.349134
11264,0.349079
11265,0.349024
11266,0.348969
11267,0.348914
11268,0.348859
11269,0.348804
11270,0.348749
11271,0.348694
11272,0.348639
11273,0.348584
11274,0.348529
11275,0.348474
11276,0.348419
11277,0.348364
11278,0.348309
11279,0.348255
11280,0.3482
11281,0.348145
11282,0.34809
11283,0.348035
11284,0.34798
11285,0.347925
11286,0.34787
11287,0.347815
11288,0.347761
11289,0.347706
11290,0.347651
11291,0.347596
11292,0.347541
11293,0.347487
11294,0.347432
11295,0.347377
11296,0.347322
11297,0.347267
11298,0.347213
11299,0.347158
11300,0.347103
11301,0.347048
11302,0.346994
11303,0.346939
11304,0.346884
11305,0.34683
11306,0.346775
11307,0.34672
11308,0.346666
11309,0.346611
11310,0.346556
11311,0.346502
11312,0.346447
11313,0.346392
11314,0.346338
11315,0.346283
11316,0.346229
11317,0.346174
11318,0.346119
11319,0.346065
11320,0.34601
11321,0.345956
11322,0.345901
11323,0.345847
11324,0.345792
11325,0.345738
11326,0.345683
11327,0.345629
11328,0.345574
11329,0.34552
11330,0.345465
11331,0.345411
11332,0.345356
11333,0.345302
11334,0.345247
11335,0.345193
11336,0.345138
11337,0.345084
11338,0.34503
11339,0.344975
11340,0.344921
11341,0.344866
11342,0.344812
11343,0.344758
11344,0.344703
11345,0.344649
11346,0.344595
11347,0.34454
11348,0.344486
11349,0.344432
11350,0.344377
11351,0.344323
11352,0.344269
11353,0.344214
11354,0.34416
11355,0.344106
11356,0.344052
11357,0.343997
11358,0.343943
11359,0.343889
11360,0.343835
11361,0.34378
11362,0.343726
11363,0.343672
11364,0.343618
11365,0.343564
11366,0.343509
11367,0.343455
11368,0.343401
11369,0.343347
11370,0.343293
11371,0.343239
11372,0.343185
11373,0.343131
11374,0.343076
11375,0.343022
11376,0.342968
11377,0.342914
11378,0.34286
11379,0.342806
11380,0.342752
11381,0.342698
11382,0.342644
11383,0.34259
11384,0.342536
11385,0.342482
11386,0.342428
11387,0.342374
11388,0.34232
11389,0.342266
11390,0.342212
11391,0.342158
11392,0.342104
11393,0.34205
11394,0.341996
11395,0.341942
11396,0.341888
11397,0.341834
11398,0.34178
11399,0.341727
11400,0.341673
11401,0.341619
11402,0.341565
11403,0.341511
11404,0.341457
11405,0.341403
11406,0.34135
11407,0.341296
11408,0.341242
11409,0.341188
11410,0.341134
11411,0.341081
11412,0.341027
11413,0.340973
11414,0.340919
11415,0.340865
11416,0.340812
11417,0.340758
11418,0.340704
11419,0.340651
11420,0.340597
11421,0.340543
11422,0.340489
11423,0.340436
11424,0.340382
11425,0.340328
11426,0.340275
11427,0.340221
11428,0.340167
11429,0.340114
11430,0.34006
11431,0.340007
11432,0.339953
11433,0.339899
11434,0.339846
11435,0.339792
11436,0.339739
11437,0.339685
11438,0.339631
11439,0.339578
11440,0.339524
11441,0.339471
11442,0.339417
11443,0.339364
11444,0.33931
11445,0.339257
11446,0.339203
11447,0.33915
11448,0.339096
11449,0.339043
11450,0.338989
11451,0.338936
11452,0.338883
11453,0.338829
11454,0.338776
11455,0.338722
11456,0.338669
11457,0.338615
11458,0.338562
11459,0.338509
11460,0.338455
11461,0.338402
11462,0.338349
11463,0.338295
11464,0.338242
11465,0.338189
11466,0.338135
11467,0.338082
11468,0.338029
11469,0.337975
11470,0.337922
11471,0.337869
11472,0.337815
11473,0.337762
11474,0.337709
11475,0.337656
11476,0.337602
11477,0.337549
11478,0.337496
11479,0.337443
11480,0.33739
11481,0.337336
11482,0.337283
11483,0.33723
11484,0.337177
11485,0.337124
11486,0.33707
11487,0.337017
11488,0.336964
11489,0.336911
11490,0.336858
11491,0.336805
11492,0.336752
11493,0.336699
11494,0.336646
11495,0.336592
11496,0.336539
11497,0.336486
11498,0.336433
11499,0.33638
11500,0.336327
11501,0.336274
11502,0.336221
11503,0.336168
11504,0.336115
11505,0.336062
11506,0.336009
11507,0.335956
11508,0.335903
11509,0.33585
11510,0.335797
11511,0.335744
11512,0.335691
11513,0.335638
11514,0.335586
11515,0.335533
11516,0.33548
11517,0.335427
11518,0.335374
11519,0.335321
11520,0.335268
11521,0.335215
11522,0.335162
11523,0.33511
11524,0.335057
11525,0.335004
11526,0.334951
11527,0.334898
11528,0.334845
11529,0.334793
11530,0.33474
11531,0.334687
11532,0.334634
11533,0.334582
11534,0.334529
11535,0.334476
11536,0.334423
11537,0.334371
11538,0.334318
11539,0.334265
11540,0.334212
11541,0.33416
11542,0.334107
11543,0.334054
11544,0.334002
11545,0.333949
11546,0.333896
11547,0.333844
11548,0.333791
11549,0.333738
11550,0.333686
11551,0.333633
11552,0.333581
11553,0.333528
11554,0.333475
11555,0.333423
11556,0.33337
11557,0.333318
11558,0.333265
11559,0.333213
11560,0.33316
11561,0.333108
11562,0.333055
11563,0.333003
11564,0.33295
11565,0.332898
11566,0.332845
11567,0.332793
11568,0.33274
11569,0.332688
11570,0.332635
11571,0.332583
11572,0.33253
11573,0.332478
11574,0.332425
11575,0.332373
11576,0.332321
11577,0.332268
11578,0.332216
11579,0.332163
11580,0.332111
11581,0.332059
11582,0.332006
11583,0.331954
11584,0.331902
11585,0.331849
11586,0.331797
11587,0.331745
11588,0.331692
11589,0.33164
11590,0.331588
11591,0.331535
11592,0.331483
11593,0.331431
11594,0.331379
11595,0.331326
11596,0.331274
11597,0.331222
11598,0.33117
11599,0.331117
11600,0.331065
11601,0.331013
11602,0.330961
11603,0.330909
11604,0.330857
11605,0.330804
11606,0.330752
11607,0.3307
11608,0.330648
11609,0.330596
11610,0.330544
11611,0.330492
11612,0.330439
11613,0.330387
11614,0.330335
11615,0.330283
11616,0.330231
11617,0.330179
11618,0.330127
11619,0.330075
11620,0.330023
11621,0.329971
11622,0.329919
11623,0.329867
11624,0.329815
11625,0.329763
11626,0.329711
11627,0.329659
11628,0.329607
11629,0.329555
11630,0.329503
11631,0.329451
11632,0.329399
11633,0.329347
11634,0.329295
11635,0.329243
11636,0.329191
11637,0.329139
11638,0.329087
11639,0.329036
11640,0.328984
11641,0.328932
11642,0.32888
11643,0.328828
11644,0.328776
11645,0.328724
11646,0.328673
11647,0.328621
11648,0.328569
11649,0.328517
11650,0.328465
11651,0.328413
11652,0.328362
11653,0.32831
11654,0.328258
11655,0.328206
11656,0.328155
11657,0.328103
11658,0.328051
11659,0.327999
11660,0.327948
11661,0.327896
11662,0.327844
11663,0.327793
11664,0.327741
11665,0.327689
11666,0.327638
11667,0.327586
11668,0.327534
11669,0.327483
11670,0.327431
11671,0.327379
11672,0.327328
11673,0.327276
11674,0.327225
11675,0.327173
11676,0.327121
11677,0.32707
11678,0.327018
11679,0.326967
11680,0.326915
11681,0.326864
11682,0.326812
11683,0.32676
11684,0.326709
11685,0.326657
11686,0.326606
11687,0.326554
11688,0.326503
11689,0.326451
11690,0.3264
11691,0.326349
11692,0.326297
11693,0.326246
11694,0.326194
11695,0.326143
11696,0.326091
11697,0.32604
11698,0.325989
11699,0.325937
11700,0.325886
11701,0.325834
11702,0.325783
11703,0.325732
11704,0.32568
11705,0.325629
11706,0.325578
11707,0.325526
11708,0.325475
11709,0.325424
11710,0.325372
11711,0.325321
11712,0.32527
11713,0.325218
11714,0.325167
11715,0.325116
11716,0.325065
11717,0.325013
11718,0.324962
11719,0.324911
11720,0.32486
11721,0.324808
11722,0.324757
11723,0.324706
11724,0.324655
11725,0.324604
11726,0.324552
11727,0.324501
11728,0.32445
11729,0.324399
11730,0.324348
11731,0.324297
11732,0.324245
11733,0.324194
11734,0.324143
11735,0.324092
11736,0.324041
11737,0.32399
11738,0.323939
11739,0.323888
11740,0.323837
11741,0.323786
11742,0.323735
11743,0.323683
11744,0.323632
11745,0.323581
11746,0.32353
11747,0.323479
11748,0.323428
11749,0.323377
11750,0.323326
11751,0.323275
11752,0.323224
11753,0.323173
11754,0.323123
11755,0.323072
11756,0.323021
11757,0.32297
11758,0.322919
11759,0.322868
11760,0.322817
11761,0.322766
11762,0.322715
11763,0.322664
11764,0.322613
11765,0.322563
11766,0.322512
11767,0.322461
11768,0.32241
11769,0.322359
11770,0.322308
11771,0.322257
11772,0.322207
11773,0.322156
11774,0.322105
11775,0.322054
11776,0.322004
11777,0.321953
11778,0.321902
11779,0.321851
11780,0.3218
11781,0.32175
11782,0.321699
11783,0.321648
11784,0.321598
11785,0.321547
11786,0.321496
11787,0.321445
11788,0.321395
11789,0.321344
11790,0.321293
11791,0.321243
11792,0.321192
11793,0.321141
11794,0.321091
11795,0.32104
11796,0.32099
11797,0.320939
11798,0.320888
11799,0.320838
11800,0.320787
11801,0.320737
11802,0.320686
11803,0.320635
11804,0.320585
11805,0.320534
11806,0.320484
11807,0.320433
11808,0.320383
11809,0.320332
11810,0.320282
11811,0.320231
11812,0.320181
11813,0.32013
11814,0.32008
11815,0.320029
11816,0.319979
11817,0.319928
11818,0.319878
11819,0.319828
11820,0.319777
11821,0.319727
11822,0.319676
11823,0.319626
11824,0.319575
11825,0.319525
11826,0.319475
11827,0.319424
11828,0.319374
11829,0.319324
11830,0.319273
11831,0.319223
11832,0.319173
11833,0.319122
11834,0.319072
11835,0.319022
11836,0.318971
11837,0.318921
11838,0.318871
11839,0.31882
11840,0.31877
11841,0.31872
11842,0.31867
11843,0.318619
11844,0.318569
11845,0.318519
11846,0.318469
11847,0.318418
11848,0.318368
11849,0.318318
11850,0.318268
11851,0.318218
11852,0.318168
11853,0.318117
11854,0.318067
11855,0.318017
11856,0.317967
11857,0.317917
11858,0.317867
11859,0.317817
11860,0.317766
11861,0.317716
11862,0.317666
11863,0.317616
11864,0.317566
11865,0.317516
11866,0.317466
11867,0.317416
11868,0.317366
11869,0.317316
11870,0.317266
11871,0.317216
11872,0.317166
11873,0.317116
11874,0.317066
11875,0.317016
11876,0.316966
11877,0.316916
11878,0.316866
11879,0.316816
11880,0.316766
11881,0.316716
11882,0.316666
11883,0.316616
11884,0.316566
11885,0.316516
11886,0.316466
11887,0.316416
11888,0.316366
11889,0.316317
11890,0.316267
11891,0.316217
11892,0.316167
11893,0.316117
11894,0.316067
11895,0.316017
11896,0.315968
11897,0.315918
11898,0.315868
11899,0.315818
11900,0.315768
11901,0.315719
11902,0.315669
11903,0.315619
11904,0.315569
11905,0.31552
11906,0.31547
11907,0.31542
11908,0.31537
11909,0.315321
11910,0.315271
11911,0.315221
11912,0.315171
11913,0.315122
11914,0.315072
11915,0.315022
11916,0.314973
11917,0.314923
11918,0.314873
11919,0.314824
11920,0.314774
11921,0.314724
11922,0.314675
11923,0.314625
11924,0.314576
11925,0.314526
11926,0.314476
11927,0.314427
11928,0.314377
11929,0.314328
11930,0.314278
11931,0.314229
11932,0.314179
11933,0.31413
11934,0.31408
11935,0.31403
11936,0.313981
11937,0.313931
11938,0.313882
11939,0.313832
11940,0.313783
11941,0.313733
11942,0.313684
11943,0.313635
11944,0.313585
11945,0.313536
11946,0.313486
11947,0.313437
11948,0.313387
11949,0.313338
11950,0.313289
11951,0.313239
11952,0.31319
11953,0.31314
11954,0.313091
11955,0.313042
11956,0.312992
11957,0.312943
11958,0.312894
11959,0.312844
11960,0.312795
11961,0.312746
11962,0.312696
11963,0.312647
11964,0.312598
11965,0.312548
11966,0.312499
11967,0.31245
11968,0.312401
11969,0.312351
11970,0.312302
11971,0.312253
11972,0.312204
11973,0.312154
11974,0.312105
11975,0.312056
11976,0.312007
11977,0.311958
11978,0.311908
11979,0.311859
11980,0.31181
11981,0.311761
11982,0.311712
11983,0.311663
11984,0.311613
11985,0.311564
11986,0.311515
11987,0.311466
11988,0.311417
11989,0.311368
11990,0.311319
11991,0.31127
11992,0.311221
11993,0.311171
11994,0.311122
11995,0.311073
11996,0.311024
11997,0.310975
11998,0.310926
11999,0.310877
12000,0.310828
12001,0.310779
12002,0.31073
12003,0.310681
12004,0.310632
12005,0.310583
12006,0.310534
12007,0.310485
12008,0.310436
12009,0.310387
12010,0.310338
12011,0.310289
12012,0.310241
12013,0.310192
12014,0.310143
12015,0.310094
12016,0.310045
12017,0.309996
12018,0.309947
12019,0.309898
12020,0.309849
12021,0.309801
12022,0.309752
12023,0.309703
12024,0.309654
12025,0.309605
12026,0.309556
12027,0.309508
12028,0.309459
12029,0.30941
12030,0.309361
12031,0.309312
12032,0.309264
12033,0.309215
12034,0.309166
12035,0.309117
12036,0.309069
12037,0.30902
12038,0.308971
12039,0.308922
12040,0.308874
12041,0.308825
12042,0.308776
12043,0.308728
12044,0.308679
12045,0.30863
12046,0.308582
12047,0.308533
12048,0.308484
12049,0.308436
12050,0.308387
12051,0.308338
12052,0.30829
12053,0.308241
12054,0.308193
12055,0.308144
12056,0.308095
12057,0.308047
12058,0.307998
12059,0.30795
12060,0.307901
12061,0.307853
12062,0.307804
12063,0.307756
12064,0.307707
12065,0.307659
12066,0.30761
12067,0.307562
12068,0.307513
12069,0.307465
12070,0.307416
12071,0.307368
12072,0.307319
12073,0.307271
12074,0.307222
12075,0.307174
12076,0.307125
12077,0.307077
12078,0.307028
12079,0.30698
12080,0.306932
12081,0.306883
12082,0.306835
12083,0.306787
12084,0.306738
12085,0.30669
12086,0.306641
12087,0.306593
12088,0.306545
12089,0.306496
12090,0.306448
12091,0.3064
12092,0.306351
12093,0.306303
12094,0.306255
12095,0.306207
12096,0.306158
12097,0.30611
12098,0.306062
12099,0.306013
12100,0.305965
12101,0.305917
12102,0.305869
12103,0.30582
12104,0.305772
12105,0.305724
12106,0.305676
12107,0.305628
12108,0.305579
12109,0.305531
12110,0.305483
12111,0.305435
12112,0.305387
12113,0.305339
12114,0.30529
12115,0.305242
12116,0.305194
12117,0.305146
12118,0.305098
12119,0.30505
12120,0.305002
12121,0.304954
12122,0.304906
12123,0.304858
12124,0.304809
12125,0.304761
12126,0.304713
12127,0.304665
12128,0.304617
12129,0.304569
12130,0.304521
12131,0.304473
12132,0.304425
12133,0.304377
12134,0.304329
12135,0.304281
12136,0.304233
12137,0.304185
12138,0.304137
12139,0.304089
12140,0.304041
12141,0.303993
12142,0.303946
12143,0.303898
12144,0.30385
12145,0.303802
12146,0.303754
12147,0.303706
12148,0.303658
12149,0.30361
12150,0.303562
12151,0.303514
12152,0.303467
12153,0.303419
12154,0.303371
12155,0.303323
12156,0.303275
12157,0.303227
12158,0.30318
12159,0.303132
12160,0.303084
12161,0.303036
12162,0.302988
12163,0.302941
12164,0.302893
12165,0.302845
12166,0.302797
12167,0.30275
12168,0.302702
12169,0.302654
12170,0.302606
12171,0.302559
12172,0.302511
12173,0.302463
12174,0.302416
12175,0.302368
12176,0.30232
12177,0.302273
12178,0.302225
12179,0.302177
12180,0.30213
12181,0.302082
12182,0.302034
12183,0.301987
12184,0.301939
12185,0.301892
12186,0.301844
12187,0.301796
12188,0.301749
12189,0.301701
12190,0.301654
12191,0.301606
12192,0.301559
12193,0.301511
12194,0.301463
12195,0.301416
12196,0.301368
12197,0.301321
12198,0.301273
12199,0.301226
12200,0.301178
12201,0.301131
12202,0.301083
12203,0.301036
12204,0.300988
12205,0.300941
12206,0.300894
12207,0.300846
12208,0.300799
12209,0.300751
12210,0.300704
12211,0.300656
12212,0.300609
12213,0.300562
12214,0.300514
12215,0.300467
12216,0.300419
12217,0.300372
12218,0.300325
12219,0.300277
12220,0.30023
12221,0.300183
12222,0.300135
12223,0.300088
12224,0.300041
12225,0.299993
12226,0.299946
12227,0.299899
12228,0.299851
12229,0.299804
12230,0.299757
12231,0.29971
12232,0.299662
12233,0.299615
12234,0.299568
12235,0.299521
12236,0.299473
12237,0.299426
12238,0.299379
12239,0.299332
12240,0.299285
12241,0.299237
12242,0.29919
12243,0.299143
12244,0.299096
12245,0.299049
12246,0.299002
12247,0.298954
12248,0.298907
12249,0.29886
12250,0.298813
12251,0.298766
12252,0.298719
12253,0.298672
12254,0.298625
12255,0.298578
12256,0.29853
12257,0.298483
12258,0.298436
12259,0.298389
12260,0.298342
12261,0.298295
12262,0.298248
12263,0.298201
12264,0.298154
12265,0.298107
12266,0.29806
12267,0.298013
12268,0.297966
12269,0.297919
12270,0.297872
12271,0.297825
12272,0.297778
12273,0.297731
12274,0.297684
12275,0.297637
12276,0.29759
12277,0.297544
12278,0.297497
12279,0.29745
12280,0.297403
12281,0.297356
12282,0.297309
12283,0.297262
12284,0.297215
12285,0.297168
12286,0.297122
12287,0.297075
12288,0.297028
12289,0.296981
12290,0.296934
12291,0.296887
12292,0.296841
12293,0.296794
12294,0.296747
12295,0.2967
12296,0.296653
12297,0.296607
12298,0.29656
12299,0.296513
12300,0.296466
12301,0.29642
12302,0.296373
12303,0.296326
12304,0.296279
12305,0.296233
12306,0.296186
12307,0.296139
12308,0.296093
12309,0.296046
12310,0.295999
12311,0.295953
12312,0.295906
12313,0.295859
12314,0.295813
12315,0.295766
12316,0.295719
12317,0.295673
12318,0.295626
12319,0.295579
12320,0.295533
12321,0.295486
12322,0.29544
12323,0.295393
12324,0.295346
12325,0.2953
12326,0.295253
12327,0.295207
12328,0.29516
12329,0.295114
12330,0.295067
12331,0.295021
12332,0.294974
12333,0.294928
12334,0.294881
12335,0.294835
12336,0.294788
12337,0.294742
12338,0.294695
12339,0.294649
12340,0.294602
12341,0.294556
12342,0.294509
12343,0.294463
12344,0.294416
12345,0.29437
12346,0.294324
12347,0.294277
12348,0.294231
12349,0.294184
12350,0.294138
12351,0.294092
12352,0.294045
12353,0.293999
12354,0.293953
12355,0.293906
12356,0.29386
12357,0.293814
12358,0.293767
12359,0.293721
12360,0.293675
12361,0.293628
12362,0.293582
12363,0.293536
12364,0.293489
12365,0.293443
12366,0.293397
12367,0.293351
12368,0.293304
12369,0.293258
12370,0.293212
12371,0.293166
12372,0.293119
12373,0.293073
12374,0.293027
12375,0.292981
12376,0.292935
12377,0.292888
12378,0.292842
12379,0.292796
12380,0.29275
12381,0.292704
12382,0.292658
12383,0.292611
12384,0.292565
12385,0.292519
12386,0.292473
12387,0.292427
12388,0.292381
12389,0.292335
12390,0.292289
12391,0.292243
12392,0.292196
12393,0.29215
12394,0.292104
12395,0.292058
12396,0.292012
12397,0.291966
12398,0.29192
12399,0.291874
12400,0.291828
12401,0.291782
12402,0.291736
12403,0.29169
12404,0.291644
12405,0.291598
12406,0.291552
12407,0.291506
12408,0.29146
12409,0.291414
12410,0.291368
12411,0.291322
12412,0.291276
12413,0.29123
12414,0.291185
12415,0.291139
12416,0.291093
12417,0.291047
12418,0.291001
12419,0.290955
12420,0.290909
12421,0.290863
12422,0.290817
12423,0.290772
12424,0.290726
12425,0.29068
12426,0.290634
12427,0.290588
12428,0.290542
12429,0.290497
12430,0.290451
12431,0.290405
12432,0.290359
12433,0.290313
12434,0.290268
12435,0.290222
12436,0.290176
12437,0.29013
12438,0.290085
12439,0.290039
12440,0.289993
12441,0.289947
12442,0.289902
12443,0.289856
12444,0.28981
12445,0.289765
12446,0.289719
12447,0.289673
12448,0.289628
12449,0.289582
12450,0.289536
12451,0.289491
12452,0.289445
12453,0.289399
12454,0.289354
12455,0.289308
12456,0.289262
12457,0.289217
12458,0.289171
12459,0.289126
12460,0.28908
12461,0.289034
12462,0.288989
12463,0.288943
12464,0.288898
12465,0.288852
12466,0.288807
12467,0.288761
12468,0.288716
12469,0.28867
12470,0.288625
12471,0.288579
12472,0.288534
12473,0.288488
12474,0.288443
12475,0.288397
12476,0.288352
12477,0.288306
12478,0.288261
12479,0.288215
12480,0.28817
12481,0.288124
12482,0.288079
12483,0.288033
12484,0.287988
12485,0.287943
12486,0.287897
12487,0.287852
12488,0.287806
12489,0.287761
12490,0.287716
12491,0.28767
12492,0.287625
12493,0.28758
12494,0.287534
12495,0.287489
12496,0.287444
12497,0.287398
12498,0.287353
12499,0.287308
12500,0.287262
12501,0.287217
12502,0.287172
12503,0.287127
12504,0.287081
12505,0.287036
12506,0.286991
12507,0.286945
12508,0.2869
12509,0.286855
12510,0.28681
12511,0.286765
12512,0.286719
12513,0.286674
12514,0.286629
12515,0.286584
12516,0.286539
12517,0.286493
12518,0.286448
12519,0.286403
12520,0.286358
12521,0.286313
12522,0.286268
12523,0.286222
12524,0.286177
12525,0.286132
12526,0.286087
12527,0.286042
12528,0.285997
12529,0.285952
12530,0.285907
12531,0.285862
12532,0.285816
12533,0.285771
12534,0.285726
12535,0.285681
12536,0.285636
12537,0.285591
12538,0.285546
12539,0.285501
12540,0.285456
12541,0.285411
12542,0.285366
12543,0.285321
